Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Polaris work item link),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Category),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Flagged),Custom field (Goals),Custom field (Issue color),Custom field (Rank),Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Review Smart Tables Documents,ORBIS-586,14861,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,01/Dec/25 4:34 AM,21/Jan/26 3:38 PM,,06/Jan/26 5:10 AM,,0,No-QA-Required,,"Review Smart Table Files and prepare a report for Karen

[Safety List by Javier (2).xlsx|https://orbiscompliancellc.sharepoint.com/:x:/s/ORBIS-Transformation-SalesforcePrograms/IQDekya9AIE9Qbqq42iJgMgCAVDhpp55CVrLNAOSMAgGVq4?e=4Dp8vZ] 
[TEMPLATE STATUS_REPORT_MEXICO Safety by Javier and Vanessa.xlsx|https://orbiscompliancellc.sharepoint.com/:x:/s/ORBIS-Transformation-SalesforcePrograms/IQCGkmFHq6d4TaGYzFeEOHuBAY1vf9b-lgchoPYrQbDqdJQ?e=5eiNOa]

AC: 

* -Review all documents-
* -Make a report of smart tables and documents required-",,Juan Quispe,Saul Mamani,,,,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006i2:hzzzx,ORBIS Sprint 6,ORBIS Sprint 7,,,,8.0,,,"01/Dec/25 4:47 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;(flag) Flag added 

The operations team must provide us with the smart table templates by Friday, December 5.

The Regulation or Legal Team, must to register the documentation in the FT systm","19/Dec/25 4:27 AM;712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef;I prepared a report of the smart tables delivered and those still pending, with a column indicating the observations for each smart table.
[Smart Tables List.xlsx|https://orbiscompliancellc-my.sharepoint.com/:x:/g/personal/jquispe_orbiscompliance_com/IQDGBSMOKf4hTbxTu1Fj2CzyAfKr7cvhQOkAL8MPel4DKsU?e=ICEhoN]",,,,,,12336,ORBIS-146,Programs Project,Done,06/Jan/26 5:10 AM
Import Milestone Templates ,ORBIS-585,14828,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,01/Dec/25 4:14 AM,21/Jan/26 3:38 PM,,06/Jan/26 5:10 AM,,0,,,"Preparing the Excel milestones with the latest changes made by the operations team and importing them into Salesforce in DEV24 and production.

[ORBIS - Transformation - Salesforce Programs - Documentos - 01 MILESTONE TEMPLATES - Todos los documentos|https://orbiscompliancellc.sharepoint.com/sites/ORBIS-Transformation-SalesforcePrograms/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FORBIS%2DTransformation%2DSalesforcePrograms%2FShared%20Documents%2FSalesforce%20Programs%2FPrograms%2FSalesforce%20templates%2F01%20MILESTONE%20TEMPLATES&p=true&ga=1]

AC:

* -Prepare Excel Files-
* -Import templates to Dev24-
* Deploy Milestone Templates tables to production
* Import template to production",,Juan Quispe,Saul Mamani,,,,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006i2:hzzzv,ORBIS Sprint 6,ORBIS Sprint 7,,,,21.0,,,"05/Dec/25 5:24 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;(flag) Flag added 

The operation team is still continuos modifying the Milestone Templates

[ORBIS - Transformation - Salesforce Programs - 01 MILESTONE TEMPLATES - Todos los documentos|https://orbiscompliancellc.sharepoint.com/sites/ORBIS-Transformation-SalesforcePrograms/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FORBIS%2DTransformation%2DSalesforcePrograms%2FShared%20Documents%2FSalesforce%20Programs%2FPrograms%2FSalesforce%20templates%2F01%20MILESTONE%20TEMPLATES&p=true&ga=1]",08/Dec/25 5:59 AM;712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef;List of status of templates [List.xlsx|https://orbiscompliancellc-my.sharepoint.com/:x:/g/personal/jquispe_orbiscompliance_com/IQAif4nPDAeSQ7cqurrzMS5iAfUzCwhxgsPV21UG1cADh5g?e=4HZxey],,,,,,12336,ORBIS-146,Programs Project,Done,06/Jan/26 5:10 AM
Add shortcut in OIS preview from Salesforce,ORBIS-584,14827,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,01/Dec/25 3:57 AM,01/Dec/25 4:06 PM,,01/Dec/25 4:06 PM,,0,No-QA-Required,,"Sometimes Elizabeth wants to edit some OIS quotes. She can view the OIS quote in Salesforce, but she cannot edit it. Therefore, she requests a shortcut to edit an OIS quote from the Salesforce preview.

!image-20251201-120635.png|width=595,alt=""image-20251201-120635.png""!

AC:

* Add a button in the OIS preview from Salesforce and redirect to the budget in OIS.",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/Dec/25 4:06 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251201-120635.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ip:ri,ORBIS Sprint 6,,,,,5.0,,,,,,,,,,14268,ORBIS-553,Quotation System,Done,01/Dec/25 4:06 PM
Missing label for status column and options not visible of scheme,ORBIS-583,14794,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,,,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,28/Nov/25 11:01 AM,09/Dec/25 9:55 AM,,09/Dec/25 9:55 AM,,0,,,,,Diego Fernando Sivila Ramirez,,,,,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i008c2:,ORBIS Sprint 6,,,,,,,,,,,,,,,14513,ORBIS-566,Refactor the Engineering Cost CRUD UI,Done,09/Dec/25 9:55 AM
Refactor PDF to Brazil,ORBIS-582,14760,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Highest,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,27/Nov/25 6:35 AM,25/Jan/26 6:53 PM,,25/Jan/26 6:44 PM,,0,,,"Customize the final PDF for Brazil with the language in Portuguese.

!image-20260106-134003.png|width=264,alt=""image-20260106-134003.png""!

* The IVA percentage should be included (similar to how it's handled in Mexico), but unlike in Mexico, *the IVA should not be explicitly displayed* in the PDF.
* The IVA should be added directly to the *""Unit Price""* and *""Subtotal Price""* fields of each item.

*Example:*

If the IVA in Brazil is 16%, the calculation for the unit price would be:

!image-20260106-133850.png|width=264,alt=""image-20260106-133850.png""!

So, if the *Unit Price* is *27,298*:

!image-20260106-133911.png|width=264,alt=""image-20260106-133911.png""!

The calculated price should be reflected in the final PDF, without explicitly mentioning the IVA.",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Jan/26 5:40 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260106-133850.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/14642,06/Jan/26 5:40 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260106-133911.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/14643,06/Jan/26 5:40 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260106-134003.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/14641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006i2:i,ORBIS Sprint 7,,,,,8.0,,,,,,,,,,14268,ORBIS-553,Quotation System,Done,25/Jan/26 6:44 PM
Labels and fields name with inconsistencies,ORBIS-581,14727,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,26/Nov/25 4:56 PM,09/Dec/25 9:56 AM,,30/Nov/25 6:35 PM,,0,,,"*Description:*

Some labels contain errors, and the field names exhibit inconsistencies.

* Salesforce Sambox > It should be Sandbox
* write name > It should be Write Name or Model Name
* write commercial name > I could be Write Commercial Name 

*Attachment:*

!Screenshot 2025-11-26 at 9.01.18 PM.png|width=922,alt=""Screenshot 2025-11-26 at 9.01.18 PM.png""!



*Actual Result:*



*Expected Result:*",,Diego Fernando Sivila Ramirez,,,,,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/Nov/25 5:02 PM;ug:2a5d71d3-4506-49f3-9064-3edf1e2ec9f1;Screenshot 2025-11-26 at 9.01.18 PM.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i008bu:,ORBIS Sprint 6,,,,,,,,,,,,,,,13977,ORBIS-530,[L8] Accessing the system from Salesforce,Done,30/Nov/25 6:35 PM
MCB: Add NOMs to Telecom Certification,ORBIS-580,14693,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,26/Nov/25 7:24 AM,07/Dec/25 5:10 PM,,07/Dec/25 5:10 PM,,0,No-QA-Required,,"Update catalog for scheme IV. Muestra por Dispositivo de telecomunicaciones o radiodifusión y Vigilancia. Adding NOM-221-SCFI-2017 (IFT-011-2017: Part 1), NOM-221/2-SCFI-2018 (IFT-011-2017: Part 2), IFT-011-2022: Part 3.​

[Solicitud de atencion Esquema IV.pptx|https://mexicocertifyingbodysc-my.sharepoint.com/:p:/g/personal/jmbecerril_mexicocb_com_mx/IQA51LfYI0SlSZt_IdyZ2ZN3AYLMq9S2BxG3iHA3Gd9zlyg?rtime=W9XIJ_os3kg]",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i007de:u,ORBIS Sprint 6,,,,,5.0,,,,,,,,,,,,,Done,07/Dec/25 5:10 PM
Deployment: Deploy code to production,ORBIS-579,14692,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,26/Nov/25 7:16 AM,27/Jan/26 11:44 AM,,27/Jan/26 11:44 AM,,0,No-QA-Required,,,,Fernando Rodriguez,,,,,5f2ddfb0c1b9f4001cdc43c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i0087l:r,ORBIS Sprint 6,ORBIS Sprint 7,,,,,,,,,,,,,,14261,ORBIS-549,Deploy OC User Login,Done,27/Jan/26 11:44 AM
Deployment: Coding and passing unit tests,ORBIS-578,14690,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,26/Nov/25 7:15 AM,03/Feb/26 2:26 PM,,03/Feb/26 2:26 PM,,0,No-QA-Required,,,,Fernando Rodriguez,,,,,5f2ddfb0c1b9f4001cdc43c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i0087k:i,ORBIS Sprint 6,ORBIS Sprint 7,,,,,,,,,,,,,,14261,ORBIS-549,Deploy OC User Login,Done,03/Feb/26 2:26 PM
Deployment: Setup production,ORBIS-577,14688,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,26/Nov/25 7:11 AM,03/Feb/26 2:26 PM,,03/Feb/26 2:26 PM,,0,No-QA-Required,,,,Fernando Rodriguez,,,,,5f2ddfb0c1b9f4001cdc43c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i0087l:,ORBIS Sprint 6,ORBIS Sprint 7,,,,5.0,,,,,,,,,,14261,ORBIS-549,Deploy OC User Login,Done,03/Feb/26 2:26 PM
MCB: Error in model extension.,ORBIS-576,14686,Bug,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,High,Done,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,26/Nov/25 7:02 AM,26/Nov/25 7:20 AM,,26/Nov/25 7:20 AM,,0,No-QA-Required,,"The customer reported that the original models were not uploaded to the extension. MCB requested support from development to manually register these models.


!image-20251126-150325.png|width=595,alt=""image-20251126-150325.png""!",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/Nov/25 7:03 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251126-150325.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13471,26/Nov/25 7:19 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251126-151403.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13473,26/Nov/25 7:19 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251126-151728.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ih:u1,ORBIS Sprint 6,,,,,8.0,,,"26/Nov/25 7:19 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;MCB users have validated.


!image-20251126-151728.png|width=538,alt=""image-20251126-151728.png""!

!image-20251126-151403.png|width=555,alt=""image-20251126-151403.png""!",,,,,,,,,,Done,26/Nov/25 7:20 AM
Add an option to send the PIN via Email,ORBIS-575,14653,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,25/Nov/25 1:41 PM,03/Feb/26 2:26 PM,,03/Feb/26 2:26 PM,,0,No-QA-Required,,,,Fernando Rodriguez,,,,,5f2ddfb0c1b9f4001cdc43c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i0087k:,ORBIS Sprint 6,ORBIS Sprint 7,,,,5.0,,,,,,,,,,14261,ORBIS-549,Deploy OC User Login,Done,03/Feb/26 2:26 PM
Hide Cost Values in the MCB Quotation,ORBIS-574,14619,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,25/Nov/25 12:40 PM,21/Jan/26 3:38 PM,,02/Jan/26 5:51 AM,,0,No-QA-Required,,"At the request of Mrs. Elizabeth, it is required to hide the cost values in the price list used by MCB. From now on, MCB engineers will be entering quotations in Salesforce; however, these users must not see the associated internal costs. Therefore, this information needs to be hidden in the interface they use.


!image-20251125-204229.png|width=484,alt=""image-20251125-204229.png""!

!image-20251125-204344.png|width=595,alt=""image-20251125-204344.png""!

!image-20251125-204355.png|width=254,alt=""image-20251125-204355.png""!

*Acceptance Criteria (AC):*

* Cost values must be displayed as “???” (or another defined placeholder) instead of the actual value.",,Juan Quispe,Saul Mamani,,,,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/Nov/25 12:44 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251125-204229.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13438,25/Nov/25 12:44 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251125-204344.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13437,25/Nov/25 12:44 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251125-204355.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006i2:hzzzr,ORBIS Sprint 6,ORBIS Sprint 7,,,,8.0,,,"18/Dec/25 6:31 AM;712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef;(flag) Flag added 

This ticket needs Elizabeth approval for deploy in production",,,,,,,,,,Done,02/Jan/26 5:51 AM
Check and Normalize Templates,ORBIS-573,14618,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,elvys nilton mamani herbas,627bd786694943006f3538bf,elvys nilton mamani herbas,627bd786694943006f3538bf,25/Nov/25 12:28 PM,03/Feb/26 2:26 PM,,03/Feb/26 2:26 PM,,0,,,,,elvys nilton mamani herbas,,,,,627bd786694943006f3538bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i0086e:,ORBIS Sprint 6,ORBIS Sprint 7,,,,,,,,,,,,,,14084,ORBIS-537,Implemet Milestone Templates provided by Operations,Done,03/Feb/26 2:26 PM
Configuration in Salesforce for to show in tab letter generator,ORBIS-572,14584,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,25/Nov/25 6:49 AM,09/Dec/25 9:56 AM,,09/Dec/25 9:56 AM,,0,,,,,Ruben Orellana Gutierrez,,,,,712020:56472b32-05f9-4cf4-8890-dfc424324468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i008ay:,ORBIS Sprint 6,,,,,,,,,,,,,,,13977,ORBIS-530,[L8] Accessing the system from Salesforce,Done,09/Dec/25 9:56 AM
Register Sample Request in Projects,ORBIS-571,14550,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,24/Nov/25 12:21 PM,08/Dec/25 5:07 AM,,04/Dec/25 6:14 AM,,0,Programs-Not-Deploy,,"Implement in Salesforce the registration of _Sample Requests_ from OIS and link them to the corresponding Projects.

!image-20251124-202145.png|width=264,alt=""image-20251124-202145.png""!

!image-20251124-202157.png|width=264,alt=""image-20251124-202157.png""!

*Acceptance Criteria (AC):*

* -A table (object/relationship) associated with the Project must be created to store the following Sample Request fields:-

# Country
# ISO Code
# Number
# Sample Type

* -The system should automatically obtain Sample Requests information from OIS.-
* -Each Project in Salesforce should display the list of associated Sample Requests.-
* -In the *Program view* , each project row should allow opening a _popup_ where the corresponding Sample Requests are displayed.-",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,ORBIS-250,,,,,,,,,,,24/Nov/25 12:22 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251124-202145.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13403,24/Nov/25 12:22 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251124-202157.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ih:w4,ORBIS Sprint 6,,,,,8.0,,,,,,,,,,12336,ORBIS-146,Programs Project,Done,04/Dec/25 6:14 AM
Sending project status reports to clients,ORBIS-570,14549,Task,Needs Grooming,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Low,,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,24/Nov/25 12:18 PM,08/Dec/25 7:03 AM,,,,0,Programs-Not-Deploy,,"Based on the value configured in _Programs_ (report sending frequency), automate sending an email to the client with the updated status of all their projects.

*Acceptance Criteria (AC):*

* Design the email template to be sent, coordinating the final content with Karen.
*  Implement a scheduling plan that determines the delivery dates from the project _kickoff to the Certificate Received stage_ .
* Develop a mechanism (observable/cron job or similar) that executes the automatic submission according to the frequency recorded for each client in your program.
*  Exclude from the process projects classified as *Consulting Retainer* .",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ip:shr,,,,,,,,,,,,,,,,12336,ORBIS-146,Programs Project,To Do,24/Nov/25 12:18 PM
Show frequency of sending reports to clients,ORBIS-569,14548,Task,Needs Grooming,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Low,,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,24/Nov/25 12:16 PM,08/Dec/25 7:02 AM,,,,0,Programs-Not-Deploy,,"Register and view the frequency with which project status reports will be sent to

!image-20251124-201636.png|width=264,alt=""image-20251124-201636.png""!

*Acceptance Criteria (AC):*

* The sending frequency recorded in Salesforce Accounts must be available for viewing.
* This value must be copied into the *Programs table* using a new dedicated field.
* The frequency should be modifiable from the _Programs view_ , without affecting the original value stored in the Salesforce Account.",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/Nov/25 12:16 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251124-201636.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ip:shi,,,,,,,,,,,,,,,,12336,ORBIS-146,Programs Project,To Do,24/Nov/25 12:16 PM
